nct_id,study_title,phase_clean,status,intervention_name,intervention_type,mechanism_class,sponsor,conditions,start_date,primary_completion_date,source_link
NCT04687514,Effects of Glucagon-Like Peptide-1 Analogs on Sexuality,Unknown,COMPLETED,"Dulaglutide, Placebo","DRUG, DRUG",Other,"University Hospital, Basel, Switzerland",['Sexual Functioning'],2021-05-05,2022-09-05,https://clinicaltrials.gov/study/NCT04687514
NCT06148649,Phase 2 Study of HEC88473 Injection in Subjects With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"HEC88473, Placebo, Dulaglutide",DRUG,Other,"Dongguan HEC Biopharmaceutical R&D Co., Ltd.",['Type 2 Diabetes'],2023-12-10,2025-02-27,https://clinicaltrials.gov/study/NCT06148649
NCT03668470,Dulaglutide and Insulin MicrosecretiON in Type 1 Diabetes,Unknown,COMPLETED,"Dulaglutide, Placebo","DRUG, DRUG",Other,Hospices Civils de Lyon,['Adult Subjects With Type1Diabetes and Insulin Microsecretion'],2019-01-31,2021-02-03,https://clinicaltrials.gov/study/NCT03668470
NCT03648554,Researching an Effect of GLP-1 Agonist on Liver STeatosis (REALIST),Unknown,UNKNOWN,"dulaglutide (TRULICITY®) 1.5 mg, reinforced dietary monitoring","DRUG, OTHER",Other,"Central Hospital, Nancy, France","['Diabetes Mellitus, Type 2', 'NASH - Nonalcoholic Steatohepatitis']",2019-09-01,2023-09-30,https://clinicaltrials.gov/study/NCT03648554
NCT00791479,Effects of LY2189265 on Glycemic Control in Participants With Type 2 Diabetes,Unknown,COMPLETED,"LY2189265 and Lifestyle Measures, Placebo solution and Lifestyle Measures","DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2008-12,2010-01,https://clinicaltrials.gov/study/NCT00791479
NCT04135287,Relationship Between Improvement in Insulin Secretion and Decrease in HbA1c in GLP-1 RA Therapy in T2DM Patients,Unknown,UNKNOWN,GLP-1 receptor agonist,DRUG,GLP-1 agonist,Dasman Diabetes Institute,"['Diabetes Mellitus, Type 2']",2020-03-01,2023-03-01,https://clinicaltrials.gov/study/NCT04135287
NCT05390892,PREvention of CardIovascular and DiabEtic kidNey Disease in Type 2 Diabetes,Unknown,RECRUITING,"SGLT2 inhibitor, GLP-1 receptor agonist","DRUG, DRUG",GLP-1 agonist,Brigham and Women's Hospital,"['Type2Diabetes', 'ASCVD']",2022-09-26,2029-03-01,https://clinicaltrials.gov/study/NCT05390892
NCT02846233,Stepping-down Approach in Patients With Chronic Poorly-controlled Diabetes on Advanced Insulin Therapy?,Unknown,COMPLETED,"GLP1 receptor agonist, basal insulin, SGLT2 inhibitor, Metformin","DRUG, DRUG, DRUG, DRUG",GLP-1 agonist,"University of California, San Francisco",['Type 2 Diabetes Mellitus'],2016-08,2018-12,https://clinicaltrials.gov/study/NCT02846233
NCT02597049,A Study of Dulaglutide (LY2189265) in Participants With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"Dulaglutide, Placebo, SGLT2 inhibitor, Metformin","DRUG, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes Mellitus'],2015-11,2017-02,https://clinicaltrials.gov/study/NCT02597049
NCT01769378,Study of How Dulaglutide Compares to Placebo in Participants With Type 2 Diabetes Who Are Also on Sulfonylurea Therapy (AWARD-8),Unknown,COMPLETED,"Placebo, Dulaglutide, Glimepiride","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes Mellitus'],2013-01,2014-12,https://clinicaltrials.gov/study/NCT01769378
NCT03444142,Effect of Exenatide LAR or Dulaglutide on the Variability of 24-hour Heart Rate and Blood Pressure in Type 2 Diabetes,Unknown,UNKNOWN,"Exenatide LAR, Dulaglutide","DRUG, DRUG",Other,University of Guadalajara,"['Diabetes Mellitus, Type 2']",2017-11-17,2021-11-30,https://clinicaltrials.gov/study/NCT03444142
NCT04731272,GLP-1 Agonist Therapy in Cystic Fibrosis-Related Glucose Intolerance,Unknown,RECRUITING,Dulaglutide 0.75Mg/0.5Ml Inj Pen,DRUG,Other,University of Pennsylvania,"['Cystic Fibrosis', 'Pancreatic Insufficiency', 'Abnormal Glucose Tolerance', 'Diabetes']",2021-07-16,2026-06-30,https://clinicaltrials.gov/study/NCT04731272
NCT04829903,Dulaglutide Versus Liraglutide in Obese Type 2 Diabetic Adolescents Using Metformin,Unknown,COMPLETED,"Dulaglutide, Liraglutide","DRUG, DRUG",Other,Corporacion Parc Tauli,"['Type 2 Diabetes Treated With Insulin', 'Obesity', 'Adolescent Obesity']",2020-01-02,2021-03-29,https://clinicaltrials.gov/study/NCT04829903
NCT04867785,A Study of LY3437943 in Participants With Type 2 Diabetes,Unknown,COMPLETED,"LY3437943, Dulaglutide, Placebo","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes'],2021-05-13,2022-07-08,https://clinicaltrials.gov/study/NCT04867785
NCT01250834,LY2189265 and Atorvastatin Interaction Study,Unknown,COMPLETED,"Atorvastatin, LY2189265","DRUG, BIOLOGICAL",Other,Eli Lilly and Company,['Healthy Volunteers'],2010-12,2011-03,https://clinicaltrials.gov/study/NCT01250834
NCT04374578,Effect of Dulaglutide on Glycemic Variability in Patients With Type 2 Diabetes,Unknown,COMPLETED,Dulaglutide 1.5 MG/ML,DRUG,Other,Shanghai Zhongshan Hospital,['Type 2 Diabetes'],2020-05-08,2021-01-31,https://clinicaltrials.gov/study/NCT04374578
NCT01667900,A Study of Dulaglutide in Chinese Participants,Unknown,COMPLETED,"Dulaglutide, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2', 'Healthy Volunteers']",2012-08,2014-06,https://clinicaltrials.gov/study/NCT01667900
NCT01324388,A Study of the Effect of LY2189265 on Two Blood Pressure Drugs,Unknown,COMPLETED,"LY2189265, Metoprolol, Lisinopril, Placebo","BIOLOGICAL, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2011-03,2011-08,https://clinicaltrials.gov/study/NCT01324388
NCT01436201,A Study of the Effect of Dulaglutide on How Body Handles Digoxin in Healthy Participants,Unknown,COMPLETED,"Digoxin, Dulaglutide","DRUG, BIOLOGICAL",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2011-09,2011-11,https://clinicaltrials.gov/study/NCT01436201
NCT04143802,A Study of LY3437943 in Participants With Type 2 Diabetes Mellitus (T2DM),Unknown,COMPLETED,"LY3437943, Dulaglutide, Placebo","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2019-12-18,2020-12-28,https://clinicaltrials.gov/study/NCT04143802
NCT05161429,BESTMED: Observational Evaluation of Second Line Therapy Medications in Diabetes,Unknown,UNKNOWN,"DPP4, GLP-1 receptor agonist, Basal Insulin, SLGT2, SU","DRUG, DRUG, DRUG, DRUG, DRUG",GLP-1 agonist,Brigham and Women's Hospital,"['Diabetes Mellitus, Type 2']",2021-07-01,2024-06-30,https://clinicaltrials.gov/study/NCT05161429
NCT03363906,A Study of Dulaglutide in Healthy Participants,Unknown,COMPLETED,"Dulaglutide (Reference), Dulaglutide (Test)","DRUG, DRUG",Other,Eli Lilly and Company,['Healthy'],2017-12-07,2018-06-06,https://clinicaltrials.gov/study/NCT03363906
NCT03495102,A Study of the Efficacy and Safety of Dulaglutide (LY2189265) in Participants With Type 2 Diabetes,Unknown,COMPLETED,Dulaglutide,DRUG,Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2018-04-05,2019-05-28,https://clinicaltrials.gov/study/NCT03495102
NCT01253304,A Single Dose Study of LY2189265 in Subjects With Varying Degrees of Hepatic (Liver) Impairment,Unknown,COMPLETED,LY2189265,DRUG,Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2010-11,2011-11,https://clinicaltrials.gov/study/NCT01253304
NCT01558271,A Study of LY2189265 in Japanese Participants With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"LY2189265, Placebo, Liraglutide","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes Mellitus'],2012-03,2013-10,https://clinicaltrials.gov/study/NCT01558271
NCT02973100,A Study of Investigational Dulaglutide Doses in Participants With Type 2 Diabetes on Metformin Monotherapy,Unknown,COMPLETED,"Dulaglutide, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes'],2016-12,2017-07-15,https://clinicaltrials.gov/study/NCT02973100
NCT05407961,A Study of LY3532226 in Participants With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"LY3532226, Placebo, Dulaglutide","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2022-06-07,2024-01-12,https://clinicaltrials.gov/study/NCT05407961
NCT06324461,GLP-1 Receptor Agonist for Reduction of Myocardial Injury After Non-cardiac Surgery,Unknown,RECRUITING,Dulaglutide 0.75mg subcutaneous injection,DRUG,Other,The University of Hong Kong,['Myocardial Injury'],2024-03-20,2028-12-31,https://clinicaltrials.gov/study/NCT06324461
NCT01644500,A Study Comparing the Effects and Safety of Dulaglutide With Glimepiride in Type 2 Diabetes Mellitus,Unknown,COMPLETED,"Dulaglutide, Glimepiride, Placebo as Capsules, Placebo as SC Injection","DRUG, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes Mellitus'],2012-07,2014-08,https://clinicaltrials.gov/study/NCT01644500
NCT04591626,A Study of Dulaglutide (LY2189265) in Chinese Participants With Type 2 Diabetes,Unknown,COMPLETED,"Dulaglutide, Placebo, Insulin Glargine","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes Mellitus'],2020-12-07,2022-04-28,https://clinicaltrials.gov/study/NCT04591626
NCT07109700,A Study of HDM1005 in Participants With T2DM Not Controlled With Diet/Exercise or Metformin,Unknown,RECRUITING,"HDM1005 1, HDM1005 2, HDM1005 3, HDM1005 4, Placebo, Dulaglutide 1.5 MG","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",Other,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",['Type 2 Diabetes'],2025-04-30,2026-01-31,https://clinicaltrials.gov/study/NCT07109700
NCT00734474,A Study of LY2189265 Compared to Sitagliptin in Participants With Type 2 Diabetes Mellitus on Metformin,Unknown,COMPLETED,"LY2189265, Sitagliptin, Placebo solution, Placebo tablet, Metformin","DRUG, DRUG, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2008-08,2011-06,https://clinicaltrials.gov/study/NCT00734474
NCT01394952,Researching Cardiovascular Events With a Weekly Incretin in Diabetes (REWIND),Unknown,COMPLETED,"Dulaglutide, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,"['Cardiovascular Disease', 'Diabetes Mellitus, Type 2']",2011-07-22,2018-08-21,https://clinicaltrials.gov/study/NCT01394952
NCT01064687,A Study in Participants With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"LY2189265, Exenatide, Placebo, Metformin, Pioglitazone","DRUG, DRUG, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2010-02,2011-11,https://clinicaltrials.gov/study/NCT01064687
NCT03590626,Effect of Dulaglutide on Liver Fat in Patients With Type 2 Diabetes and Nonalcoholic Fatty Liver Disease,Unknown,COMPLETED,Dulaglutide,DRUG,Other,"Medanta, The Medicity, India","['Non Alcoholic Fatty Liver Disease', 'Type2 Diabetes Mellitus']",2019-01-01,2020-01-14,https://clinicaltrials.gov/study/NCT03590626
NCT03315780,A Study of the Glucodynamic Effects of Dulaglutide (LY2189265) in Japanese Participants With Type 2 Diabetes,Unknown,COMPLETED,"Dulaglutide, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes'],2017-10-28,2018-02-28,https://clinicaltrials.gov/study/NCT03315780
NCT02787551,"Efficacy and Safety of the Insulin Glargine/Lixisenatide Fixed Ratio Combination (FRC) Versus GLP-1 Receptor Agonist in Patients With Type 2 Diabetes, With a FRC Extension Period",Unknown,COMPLETED,"Insulin glargine/lixisenatide fixed ratio combination, liraglutide, exenatide, exenatide extended-release, albiglutide, dulaglutide, Background therapy: Oral Anti-diabetic Drug (Metformin, Pioglitazone, SGLT2 inhibitor)","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",Other,Sanofi,['Type 2 Diabetes Mellitus'],2016-07-06,2018-05-25,https://clinicaltrials.gov/study/NCT02787551
NCT01621178,A Study Comparing Dulaglutide With Insulin Glargine on Glycemic Control in Participants With Type 2 Diabetes (T2D) and Moderate or Severe Chronic Kidney Disease (CKD),Unknown,COMPLETED,"Dulaglutide, Insulin glargine, Insulin lispro","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Type 2 Diabetes', 'Chronic Kidney Disease']",2012-07,2016-06,https://clinicaltrials.gov/study/NCT01621178
NCT06901648,A Study of HS-20094 in Patients With T2DM,Unknown,COMPLETED,"HS-20094, Dulaglutide, Palcebo","DRUG, DRUG, DRUG",Other,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",['Type 2 Diabetes'],2024-02-06,2025-03-07,https://clinicaltrials.gov/study/NCT06901648
NCT03684642,Efficacy and Safety of Efpeglenatide Versus Dulaglutide in Patients With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin,Unknown,TERMINATED,"Efpeglenatide, Dulaglutide, Background therapy Metformin","DRUG, DRUG, DRUG",Other,Sanofi,['Type 2 Diabetes Mellitus'],2018-09-26,2020-10-13,https://clinicaltrials.gov/study/NCT03684642
NCT01524770,A Study to Compare the Effect of Giving Dulaglutide Using an Auto-injector Versus a Manual Syringe,Unknown,COMPLETED,Dulaglutide,BIOLOGICAL,Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2012-03,2012-06,https://clinicaltrials.gov/study/NCT01524770
NCT00630825,A Study of Dose Titration of LY2189265 in Overweight Participants With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"LY2189265, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,['Diabetes Mellitus Type 2'],2008-04,2009-01,https://clinicaltrials.gov/study/NCT00630825
NCT05377333,A Study of LY3457263 Alone and in Combination With Dulaglutide (LY2189265) in Participants With Type 2 Diabetes,Unknown,COMPLETED,"LY3457263, Placebo, Dulaglutide","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2022-06-02,2023-11-22,https://clinicaltrials.gov/study/NCT05377333
NCT06611904,The Effect of Combined Dulaglutide and Dapagliflozin Treatment vs DPP-4 Inhibitors in Endothelial and Vascular Function in Patients With Type 2 Diabetes Mellitus and Albuminuria,Unknown,ACTIVE_NOT_RECRUITING,"Dulaglutide, DPP-4 Inhibitors","DRUG, DRUG",Other,Attikon Hospital,"['Urine Albumin (UAlb)', 'Glycocalyx', 'Arterial Stiffness']",2018-02-01,2022-02-05,https://clinicaltrials.gov/study/NCT06611904
NCT04515576,A Study of LY3493269 in Participants With Type 2 Diabetes,Unknown,COMPLETED,"LY3493269, Dulaglutide, Placebo","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2020-08-25,2021-03-09,https://clinicaltrials.gov/study/NCT04515576
NCT05140694,Effect of Empagliflozin and Dulaglutide on MAFLD in Patients With T2D,Unknown,NOT_YET_RECRUITING,"Empagliflozin, Dulaglutide, Empagliflozin and Dulaglutide","DRUG, DRUG, DRUG",Other,Seoul National University Bundang Hospital,"['Metabolic-associated Fatty Liver Disease', 'Type 2 Diabetes']",2023-12-01,2024-06-30,https://clinicaltrials.gov/study/NCT05140694
NCT03959865,GLP-1 REceptor Agonists and Real World EvIdeNce,Unknown,UNKNOWN,"Long-acting GLP-1RA, Short-acting GLP-1RA, Human-based GLP-1RA, Exendin-based GLP-1RA, Fixed ratio BI/GLP-1RA combination, Flexible BI/GLP-1RA combination","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",GLP-1 agonist,University of Padova,['Type 2 Diabetes'],2018-12-19,2019-02-11,https://clinicaltrials.gov/study/NCT03959865
NCT04466904,Multiple-dose Tolerability and Pharmacokinetic of IBI362 in Chinese Patients With T2DM,Unknown,COMPLETED,"IBI362, Placebo, Dulaglutide","DRUG, DRUG, DRUG",Other,Innovent Biologics (Suzhou) Co. Ltd.,['Type 2 Diabetes'],2020-09-12,2021-05-28,https://clinicaltrials.gov/study/NCT04466904
NCT07156539,A Phase 3 Study of HS-20094 in Patients With T2DM,Unknown,NOT_YET_RECRUITING,"HS-20094 Injection, Dulaglutide Injection","DRUG, DRUG",Other,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",['Type 2 Diabetes'],2025-09-30,2027-03-30,https://clinicaltrials.gov/study/NCT07156539
NCT03015220,Safety and Efficacy of Oral Semaglutide Versus Dulaglutide Both in Combination With One OAD (Oral Antidiabetic Drug) in Japanese Subjects With Type 2 Diabetes,Unknown,COMPLETED,"Semaglutide, Dulaglutide","DRUG, DRUG",Other,Novo Nordisk A/S,"['Diabetes', 'Diabetes Mellitus, Type 2']",2017-01-10,2018-07-12,https://clinicaltrials.gov/study/NCT03015220
NCT03936660,A 12 Month Site Randomized Trial in Adults With Type 2 Diabetes Mellitus and History of Cardiovascular Disease,Unknown,COMPLETED,Intense Education Intervention,OTHER,Other,Duke University,"['Diabetes Mellitus, Type 2', 'Cardiovascular Diseases']",2019-07-25,2022-12-30,https://clinicaltrials.gov/study/NCT03936660
NCT01075282,A Study in Participants With Type 2 Diabetes Mellitus (AWARD-2),Unknown,COMPLETED,"Insulin Glargine, LY2189265, Metformin, Glimepiride","DRUG, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2010-02,2012-05,https://clinicaltrials.gov/study/NCT01075282
NCT04184947,Cardiovascular Outcomes SGLT-2 Inhibitors Versus GLP-1 Receptor Agonists,Unknown,COMPLETED,"SGLT2 inhibitor, GLP-1 receptor agonist","DRUG, DRUG",GLP-1 agonist,University of Padova,['Type 2 Diabetes'],2014-03-01,2018-12-31,https://clinicaltrials.gov/study/NCT04184947
NCT06851962,Impact of Pharmacogenetic-Guided Treatment on Type 2 Diabetes Clinical Trial,Unknown,NOT_YET_RECRUITING,"Metformin, Dulaglutide, Semaglutide 1.0 mg, Empagliflozin (BI 10773), Canagliflozin, Dapagliflozin, pioglitazone, Sitagliptin, Vildagliptin (Galvus), linagliptin","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",Other,Fundación para la Investigación del Hospital Clínico de Valencia,['Diabetes Mellitus Type 2'],2025-04,2026-06,https://clinicaltrials.gov/study/NCT06851962
NCT03492580,A Study for Comparison of Canagliflozin Versus Alternative Antihyperglycemic Treatments on Risk of Heart Failure Hospitalization and Amputation for Participants With Type 2 Diabetes Mellitus and the Subpopulation With Established Cardiovascular Disease,Unknown,COMPLETED,"Canagliflozin, Empagliflozin, Dapagliflozin, Dipeptidyl Peptidase-4 (DPP-4) Inhibitors, Glucagon-like Peptide-1 (GLP-1) Agonist, Anti-hyperglycemic Agents (AHA), Thiazolidinediones (TZD), Sulfonylureas (SU), Insulin","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",GLP-1 agonist,"Janssen Research & Development, LLC","['Diabetes Mellitus, Type 2', 'Cardiovascular Diseases']",2018-02-22,2018-04-06,https://clinicaltrials.gov/study/NCT03492580
NCT01511393,An Active Surveillance Program for Cases of Medullary Thyroid Carcinoma (MTC),Unknown,ENROLLING_BY_INVITATION,No treatment given,OTHER,Other,Novo Nordisk A/S,"['Diabetes', 'Diabetes Mellitus, Type 2', 'Medullary Thyroid Carcinoma', 'Weight Management']",2012-01,2039-12,https://clinicaltrials.gov/study/NCT01511393
NCT01648582,A Study Comparing the Effects and Safety of Dulaglutide With Insulin Glargine in Type 2 Diabetes Mellitus,Unknown,COMPLETED,"Dulaglutide, Insulin glargine, Metformin, Sulfonylureas","DRUG, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes Mellitus'],2012-07,2014-08,https://clinicaltrials.gov/study/NCT01648582
NCT01001104,A Study of LY2189265 in Japanese Patients With Type 2 Diabetes,Unknown,COMPLETED,"LY2189265, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2009-10,2010-12,https://clinicaltrials.gov/study/NCT01001104
NCT04862234,Perioperative Stress Hyperglycemia in General and Vascular Surgery Patients,Unknown,TERMINATED,"Dulaglutide, Placebo, Continuous glucose monitor (CGM), blinded","DRUG, DRUG, DEVICE",Other,Emory University,['Hyperglycemia Stress'],2021-08-06,2023-06-22,https://clinicaltrials.gov/study/NCT04862234
NCT05659537,A Study of Dulaglutide (LY2189265) in Participants With Type 2 Diabetes Mellitus in India,Unknown,COMPLETED,Dulaglutide,DRUG,Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2022-12-29,2024-01-16,https://clinicaltrials.gov/study/NCT05659537
NCT06581120,GLP_1 RA Ultrasound Study,Unknown,ENROLLING_BY_INVITATION,"Glucagon-Like Peptide-1 receptor agonists, Point of Care Gastric Ultrasound","DRUG, DIAGNOSTIC_TEST",Other,"Children's Hospital Medical Center, Cincinnati","['Glucagon Like Peptide-1 (GLP-1', 'Delayed Gastric Emptying', 'Risk of Aspiration', 'Diabetes', 'Morbid Obesity']",2024-07-08,2026-07,https://clinicaltrials.gov/study/NCT06581120
NCT01408888,A Study of LY2189265 and Sitagliptin in Participants With Type 2 Diabetes,Unknown,COMPLETED,"LY2189265, Sitagliptin","BIOLOGICAL, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2011-08,2012-04,https://clinicaltrials.gov/study/NCT01408888
NCT06449235,Real-World Evaluation of Omarigliptin for Type 2 Diabetes Meliitus in Bangladesh,Unknown,NOT_YET_RECRUITING,"Omarigliptin, Sulphonylureas, Metformin, Other DPP4-i, Thiazolidinediones, Alpha-Glucosidase Inhibitor, Glucagon-Like Peptide-1, Receptor Agonists (GLP1RA), SGLT2 inhibitors","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",GLP-1 agonist,"Bangladesh Institute of Research and Rehabilitation in Diabetes, Endocrine and Metabolic Disorders",['Type2diabetes'],2024-09,2025-04,https://clinicaltrials.gov/study/NCT06449235
NCT05196958,Interest of GLP1 Analogues in Overweight Type 2 Diabetic Patients With Chronic Inflammatory Bowel Disease,Unknown,UNKNOWN,GLP1 analogues,OTHER,GLP-1 agonist,Fondation Hôpital Saint-Joseph,"['Inflammatory Bowel Diseases', 'Diabetes Mellitus, Type 2']",2022-01-25,2024-01-14,https://clinicaltrials.gov/study/NCT05196958
NCT03498001,Effects of GLP-1 Agonists on CArdiac Steatosis Evaluated by Magnetic Resonance Imaging,Unknown,COMPLETED,"GLP-1 agonists, Cardiac MRI, Follow up by phone","DRUG, PROCEDURE, OTHER",GLP-1 agonist,Centre Hospitalier Universitaire Dijon,['Type II Diabetes'],2018-04-16,2023-06-06,https://clinicaltrials.gov/study/NCT03498001
NCT01584232,A Study of Dulaglutide in Japanese Participants With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"LY2189265, Insulin glargine, Sulfonylureas (SU), Biguanide (BG)","DRUG, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes Mellitus'],2012-04,2013-07,https://clinicaltrials.gov/study/NCT01584232
NCT03743025,Metabolic Phenotyping During Stress Hyperglycemia in Cardiac Surgery Patients,Unknown,TERMINATED,"Dulaglutide Injection, Saline Injection","DRUG, OTHER",Other,Emory University,['Stress Hyperglycemia'],2019-03-08,2023-05-02,https://clinicaltrials.gov/study/NCT03743025
NCT01300260,Effect of LY2189265 on Insulin Secretion in Response to Intravenous Glucose,Unknown,COMPLETED,"LY2189265, Placebo, Insulin, Glucose, Glucagon","BIOLOGICAL, DRUG, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2011-02,2011-08,https://clinicaltrials.gov/study/NCT01300260
NCT04965506,A Study of IBI362 in Chinese Patients With Type 2 Diabetes,Unknown,COMPLETED,"IBI362, placebo, Dulaglutide","DRUG, OTHER, OTHER",Other,Innovent Biologics (Suzhou) Co. Ltd.,['Type 2 Diabetes'],2021-09-06,2022-04-28,https://clinicaltrials.gov/study/NCT04965506
NCT01215968,A Study to Evaluate the Effect of LY2189265 on the Speed at Which Food and Drink Leaves the Stomach in Patients With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"LY2189265, Placebo","BIOLOGICAL, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2010-09,2011-07,https://clinicaltrials.gov/study/NCT01215968
NCT04200625,Semaglutide vs Dulaglutide on Epicardial Adipose Tissue,Unknown,COMPLETED,,,Unknown,University of Miami,['Epicardial Fat'],2019-09-24,2019-12-09,https://clinicaltrials.gov/study/NCT04200625
NCT04189848,Comparison of Injection Site Pain Experience for Semaglutide and Dulaglutide sc,Unknown,COMPLETED,"Semaglutide, Dulaglutide","DRUG, DRUG",Other,Novo Nordisk A/S,"['Healthy Volunteers', 'Diabetes Mellitus, Type 2', 'Overweight', 'Obesity']",2019-12-03,2020-01-29,https://clinicaltrials.gov/study/NCT04189848
NCT04809220,A Study of Two Doses of Dulaglutide (LY2189265) in Japanese Patients With Type 2 Diabetes,Unknown,COMPLETED,"Dulaglutide, Oral antihyperglycemics","DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus', 'Diabetes Mellitus, Type 2', 'Glucose Metabolism Disorders', 'Metabolic Disease', 'Endocrine System Diseases', 'Hypoglycemic Agents', 'Type 2 Diabetes Mellitus (T2DM)']",2021-04-13,2022-10-01,https://clinicaltrials.gov/study/NCT04809220
NCT00679042,Islet Transplantation in Type 1 Diabetic Patients Using the University of Illinois at Chicago (UIC) Protocol,Unknown,ACTIVE_NOT_RECRUITING,Islets of Langerhans transplantation,BIOLOGICAL,Other,CellTrans Inc.,['Type 1 Diabetes Mellitus'],2007-09-05,2017-07-19,https://clinicaltrials.gov/study/NCT00679042
NCT01700075,Physical and Chemical Study of Atherosclerosis Mechanisms,Unknown,COMPLETED,"Conventional treatment, Weight loss treatment","DRUG, DIETARY_SUPPLEMENT",Other,Nazarbayev University,"['Myocardial Infarction', 'Coronary Artery Diseases', 'Diabetes Mellitus, Type 2', 'Atherosclerosis of Femoral Artery']",2009-01,2009-12,https://clinicaltrials.gov/study/NCT01700075
NCT05597475,GLP1R-imaging in Post-RYGB Hypoglycemia,Unknown,RECRUITING,GLP-1R PET,DIAGNOSTIC_TEST,GLP-1 agonist,Rijnstate Hospital,"['Obesity', 'Hypoglycemia Post Gastric Bypass Surgery', 'Hyperinsulinemic Hypoglycemia']",2016-11-01,2024-05-30,https://clinicaltrials.gov/study/NCT05597475
NCT01789957,Extension Study for 2993-112,Unknown,COMPLETED,AC2993,DRUG,Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2002-09,2004-06,https://clinicaltrials.gov/study/NCT01789957
NCT00359762,Exenatide Versus Glimepiride in Patients With Type 2 Diabetes,Unknown,COMPLETED,"exenatide, glimepiride","DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2006-09,2011-03,https://clinicaltrials.gov/study/NCT00359762
NCT04431713,Exenatide Once-weekly as a Treatment for Multiple System Atrophy,Unknown,COMPLETED,Exenatide Pen Injector [Bydureon],DRUG,Other,"University College, London",['Multiple System Atrophy'],2020-09-16,2024-03-22,https://clinicaltrials.gov/study/NCT04431713
